year,period,sector,role_family,role,occupation_proxy,historical_role_status,ict_employment,ict_employment_share_pct,total_employment,labour_force_participation_rate_pct,employment_to_population_ratio_pct,unemployment_rate_pct,tertiary_employment_count,role_demand_index,role_share_within_ict_pct,role_employment_proxy,emergence_year,data_basis,synthetic_flag,target_role_demand_index_1y,target_role_demand_index_2y,target_role_demand_6m,note_6m
2020,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,100.0,14.546,13356.3,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available
2020,annual,ICT,Software Development,Backend Developer,Software developers / applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,52.45,7.63,7005.9,2016,NISR Labour Force Survey microdata,1,53.14,53.84,,No sub-annual data available
2020,annual,ICT,Software & Web Development,Frontend / Web Developer,Web and multimedia developers / applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,50.69,7.374,6770.9,2014,NISR Labour Force Survey microdata,1,50.04,50.22,,No sub-annual data available
2020,annual,ICT,Software Development,Full-Stack Developer,Software developers / applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,36.82,5.356,4917.9,2018,NISR Labour Force Survey microdata,1,37.5,39.02,,No sub-annual data available
2020,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,32.31,4.7,4315.6,2014,NISR Labour Force Survey microdata,1,31.58,32.33,,No sub-annual data available
2020,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,45.65,6.641,6097.8,2010,NISR Labour Force Survey microdata,1,44.31,45.54,,No sub-annual data available
2020,annual,ICT,Data & Analytics,Data Analyst,ICT professionals / analysts (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,36.75,5.345,4907.8,2017,NISR Labour Force Survey microdata,1,39.55,44.5,,No sub-annual data available
2020,annual,ICT,Data & Analytics,Data Engineer,Database/network professionals (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,14.88,2.165,1987.9,2019,NISR Labour Force Survey microdata,1,16.97,19.79,,No sub-annual data available
2020,annual,ICT,Data & Analytics,Data Scientist,ICT professionals (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,8.28,1.204,1105.5,2020,NISR Labour Force Survey microdata,1,9.9,11.81,,No sub-annual data available
2020,annual,ICT,Data & Database,Database Administrator,Database designers and administrators,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,36.35,5.288,4855.5,2010,NISR Labour Force Survey microdata,1,36.8,37.9,,No sub-annual data available
2020,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,47.11,6.853,6292.5,2010,NISR Labour Force Survey microdata,1,47.68,48.48,,No sub-annual data available
2020,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,43.52,6.33,5812.3,2010,NISR Labour Force Survey microdata,1,43.72,43.91,,No sub-annual data available
2020,annual,ICT,IT Operations & Support,IT Officer / ICT Administrator,ICT professionals / ICT technicians (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,60.51,8.802,8082.1,2010,NISR Labour Force Survey microdata,1,60.08,59.82,,No sub-annual data available
2020,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,53.89,7.839,7197.8,2010,NISR Labour Force Survey microdata,1,52.83,52.48,,No sub-annual data available
2020,annual,ICT,Cybersecurity,Cybersecurity Analyst / Security Engineer,Related ICT professional/technician categories (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,8.07,1.174,1078.0,2018,NISR Labour Force Survey microdata,1,8.75,9.6,,No sub-annual data available
2020,annual,ICT,Cloud & DevOps,DevOps / Cloud Engineer,Systems/network/software occupations (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,5.46,0.794,729.1,2019,NISR Labour Force Survey microdata,1,6.04,6.82,,No sub-annual data available
2020,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,10.5,1.527,1402.1,2016,NISR Labour Force Survey microdata,1,10.42,10.87,,No sub-annual data available
2020,annual,ICT,ICT Management,ICT Manager / IT Manager,ICT service managers,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,22.65,3.294,3024.6,2010,NISR Labour Force Survey microdata,1,22.1,22.86,,No sub-annual data available
2020,annual,ICT,IT Governance & Audit,IT Auditor / IT Governance & Risk,Related ICT/business professional categories (proxy),trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,4.07,0.592,543.6,2017,NISR Labour Force Survey microdata,1,4.17,4.46,,No sub-annual data available
2020,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,91821.0,2.63,3495187.0,34.1,28.0,17.9,1810012.0,17.5,2.545,2336.8,2010,NISR Labour Force Survey microdata,1,17.52,18.25,,No sub-annual data available
2021,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,100.0,14.428,7883.5,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available
2021,annual,ICT,Software Development,Backend Developer,Software developers / applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,53.14,7.667,4189.2,2016,NISR Labour Force Survey microdata,1,53.84,55.16,,No sub-annual data available
2021,annual,ICT,Software & Web Development,Frontend / Web Developer,Web and multimedia developers / applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,50.04,7.22,3945.0,2014,NISR Labour Force Survey microdata,1,50.22,51.74,,No sub-annual data available
2021,annual,ICT,Software Development,Full-Stack Developer,Software developers / applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,37.5,5.41,2956.0,2018,NISR Labour Force Survey microdata,1,39.02,41.57,,No sub-annual data available
2021,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,31.58,4.556,2489.4,2014,NISR Labour Force Survey microdata,1,32.33,33.99,,No sub-annual data available
2021,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,44.31,6.393,3493.1,2010,NISR Labour Force Survey microdata,1,45.54,47.63,,No sub-annual data available
2021,annual,ICT,Data & Analytics,Data Analyst,ICT professionals / analysts (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,39.55,5.706,3117.8,2017,NISR Labour Force Survey microdata,1,44.5,49.68,,No sub-annual data available
2021,annual,ICT,Data & Analytics,Data Engineer,Database/network professionals (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,16.97,2.448,1337.6,2019,NISR Labour Force Survey microdata,1,19.79,22.39,,No sub-annual data available
2021,annual,ICT,Data & Analytics,Data Scientist,ICT professionals (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,9.9,1.429,780.8,2020,NISR Labour Force Survey microdata,1,11.81,13.44,,No sub-annual data available
2021,annual,ICT,Data & Database,Database Administrator,Database designers and administrators,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,36.8,5.31,2901.4,2010,NISR Labour Force Survey microdata,1,37.9,38.05,,No sub-annual data available
2021,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,47.68,6.879,3758.7,2010,NISR Labour Force Survey microdata,1,48.48,48.36,,No sub-annual data available
2021,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,43.72,6.308,3446.7,2010,NISR Labour Force Survey microdata,1,43.91,43.81,,No sub-annual data available
2021,annual,ICT,IT Operations & Support,IT Officer / ICT Administrator,ICT professionals / ICT technicians (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,60.08,8.669,4736.7,2010,NISR Labour Force Survey microdata,1,59.82,60.11,,No sub-annual data available
2021,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,52.83,7.622,4164.7,2010,NISR Labour Force Survey microdata,1,52.48,53.37,,No sub-annual data available
2021,annual,ICT,Cybersecurity,Cybersecurity Analyst / Security Engineer,Related ICT professional/technician categories (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,8.75,1.263,690.1,2018,NISR Labour Force Survey microdata,1,9.6,10.73,,No sub-annual data available
2021,annual,ICT,Cloud & DevOps,DevOps / Cloud Engineer,Systems/network/software occupations (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,6.04,0.872,476.5,2019,NISR Labour Force Survey microdata,1,6.82,7.82,,No sub-annual data available
2021,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,10.42,1.504,821.8,2016,NISR Labour Force Survey microdata,1,10.87,11.53,,No sub-annual data available
2021,annual,ICT,ICT Management,ICT Manager / IT Manager,ICT service managers,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,22.1,3.189,1742.5,2010,NISR Labour Force Survey microdata,1,22.86,23.86,,No sub-annual data available
2021,annual,ICT,IT Governance & Audit,IT Auditor / IT Governance & Risk,Related ICT/business professional categories (proxy),trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,4.17,0.602,328.9,2017,NISR Labour Force Survey microdata,1,4.46,4.71,,No sub-annual data available
2021,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,54640.0,1.65,3308800.0,32.8,25.9,21.1,1534993.0,17.52,2.528,1381.3,2010,NISR Labour Force Survey microdata,1,18.25,18.64,,No sub-annual data available
2022,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,100.0,14.035,12039.9,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available
2022,annual,ICT,Software Development,Backend Developer,Software developers / applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,53.84,7.556,6481.9,2016,NISR Labour Force Survey microdata,1,55.16,56.42,,No sub-annual data available
2022,annual,ICT,Software & Web Development,Frontend / Web Developer,Web and multimedia developers / applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,50.22,7.049,6047.0,2014,NISR Labour Force Survey microdata,1,51.74,52.93,,No sub-annual data available
2022,annual,ICT,Software Development,Full-Stack Developer,Software developers / applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,39.02,5.477,4698.4,2018,NISR Labour Force Survey microdata,1,41.57,43.16,,No sub-annual data available
2022,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,32.33,4.537,3892.1,2014,NISR Labour Force Survey microdata,1,33.99,34.46,,No sub-annual data available
2022,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,45.54,6.392,5483.4,2010,NISR Labour Force Survey microdata,1,47.63,47.45,,No sub-annual data available
2022,annual,ICT,Data & Analytics,Data Analyst,ICT professionals / analysts (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,44.5,6.246,5358.1,2017,NISR Labour Force Survey microdata,1,49.68,52.08,,No sub-annual data available
2022,annual,ICT,Data & Analytics,Data Engineer,Database/network professionals (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,19.79,2.778,2383.1,2019,NISR Labour Force Survey microdata,1,22.39,23.68,,No sub-annual data available
2022,annual,ICT,Data & Analytics,Data Scientist,ICT professionals (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,11.81,1.658,1422.3,2020,NISR Labour Force Survey microdata,1,13.44,14.35,,No sub-annual data available
2022,annual,ICT,Data & Database,Database Administrator,Database designers and administrators,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,37.9,5.319,4562.9,2010,NISR Labour Force Survey microdata,1,38.05,37.01,,No sub-annual data available
2022,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,48.48,6.804,5836.8,2010,NISR Labour Force Survey microdata,1,48.36,47.47,,No sub-annual data available
2022,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,43.91,6.163,5286.9,2010,NISR Labour Force Survey microdata,1,43.81,43.56,,No sub-annual data available
2022,annual,ICT,IT Operations & Support,IT Officer / ICT Administrator,ICT professionals / ICT technicians (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,59.82,8.396,7202.5,2010,NISR Labour Force Survey microdata,1,60.11,60.54,,No sub-annual data available
2022,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,52.48,7.365,6318.1,2010,NISR Labour Force Survey microdata,1,53.37,54.21,,No sub-annual data available
2022,annual,ICT,Cybersecurity,Cybersecurity Analyst / Security Engineer,Related ICT professional/technician categories (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,9.6,1.347,1155.5,2018,NISR Labour Force Survey microdata,1,10.73,11.73,,No sub-annual data available
2022,annual,ICT,Cloud & DevOps,DevOps / Cloud Engineer,Systems/network/software occupations (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,6.82,0.957,821.0,2019,NISR Labour Force Survey microdata,1,7.82,8.59,,No sub-annual data available
2022,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,10.87,1.525,1308.2,2016,NISR Labour Force Survey microdata,1,11.53,11.68,,No sub-annual data available
2022,annual,ICT,ICT Management,ICT Manager / IT Manager,ICT service managers,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,22.86,3.209,2752.8,2010,NISR Labour Force Survey microdata,1,23.86,23.59,,No sub-annual data available
2022,annual,ICT,IT Governance & Audit,IT Auditor / IT Governance & Risk,Related ICT/business professional categories (proxy),trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,4.46,0.626,537.0,2017,NISR Labour Force Survey microdata,1,4.71,4.68,,No sub-annual data available
2022,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,85785.0,2.4,3568275.0,34.4,27.3,20.7,1658214.0,18.25,2.561,2197.0,2010,NISR Labour Force Survey microdata,1,18.64,18.09,,No sub-annual data available
2023,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,100.0,13.576,18502.6,2010,NISR Labour Force Survey microdata,1,100.0,100.0,,No sub-annual data available
2023,annual,ICT,Software Development,Backend Developer,Software developers / applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,55.16,7.488,10205.3,2016,NISR Labour Force Survey microdata,1,56.42,56.69,,No sub-annual data available
2023,annual,ICT,Software & Web Development,Frontend / Web Developer,Web and multimedia developers / applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,51.74,7.024,9572.9,2014,NISR Labour Force Survey microdata,1,52.93,52.44,,No sub-annual data available
2023,annual,ICT,Software Development,Full-Stack Developer,Software developers / applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,41.57,5.644,7692.2,2018,NISR Labour Force Survey microdata,1,43.16,42.73,,No sub-annual data available
2023,annual,ICT,Software Development,Mobile App Developer,Applications programmers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,33.99,4.615,6289.7,2014,NISR Labour Force Survey microdata,1,34.46,33.31,,No sub-annual data available
2023,annual,ICT,Systems Analysis,Systems Analyst / IT Business Analyst,Systems analysts,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,47.63,6.466,8812.4,2010,NISR Labour Force Survey microdata,1,47.45,45.3,,No sub-annual data available
2023,annual,ICT,Data & Analytics,Data Analyst,ICT professionals / analysts (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,49.68,6.745,9192.7,2017,NISR Labour Force Survey microdata,1,52.08,52.58,,No sub-annual data available
2023,annual,ICT,Data & Analytics,Data Engineer,Database/network professionals (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,22.39,3.04,4143.2,2019,NISR Labour Force Survey microdata,1,23.68,24.4,,No sub-annual data available
2023,annual,ICT,Data & Analytics,Data Scientist,ICT professionals (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,13.44,1.825,2487.3,2020,NISR Labour Force Survey microdata,1,14.35,15.1,,No sub-annual data available
2023,annual,ICT,Data & Database,Database Administrator,Database designers and administrators,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,38.05,5.166,7040.7,2010,NISR Labour Force Survey microdata,1,37.01,36.33,,No sub-annual data available
2023,annual,ICT,Networks,Network Engineer / Network Administrator,Computer network professionals,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,48.36,6.565,8947.4,2010,NISR Labour Force Survey microdata,1,47.47,47.14,,No sub-annual data available
2023,annual,ICT,Systems & Infrastructure,Systems Administrator,Systems administrators,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,43.81,5.947,8105.1,2010,NISR Labour Force Survey microdata,1,43.56,43.53,,No sub-annual data available
2023,annual,ICT,IT Operations & Support,IT Officer / ICT Administrator,ICT professionals / ICT technicians (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,60.11,8.161,11122.5,2010,NISR Labour Force Survey microdata,1,60.54,60.46,,No sub-annual data available
2023,annual,ICT,IT Operations & Support,IT Support / Help Desk Technician,ICT user support / operations technicians,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,53.37,7.246,9875.5,2010,NISR Labour Force Survey microdata,1,54.21,53.73,,No sub-annual data available
2023,annual,ICT,Cybersecurity,Cybersecurity Analyst / Security Engineer,Related ICT professional/technician categories (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,10.73,1.457,1985.7,2018,NISR Labour Force Survey microdata,1,11.73,12.26,,No sub-annual data available
2023,annual,ICT,Cloud & DevOps,DevOps / Cloud Engineer,Systems/network/software occupations (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,7.82,1.061,1446.0,2019,NISR Labour Force Survey microdata,1,8.59,8.93,,No sub-annual data available
2023,annual,ICT,Software Quality,QA / Software Test Engineer,Software and applications developers/analysts n.e.c. (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,11.53,1.565,2132.9,2016,NISR Labour Force Survey microdata,1,11.68,11.28,,No sub-annual data available
2023,annual,ICT,ICT Management,ICT Manager / IT Manager,ICT service managers,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,23.86,3.239,4414.4,2010,NISR Labour Force Survey microdata,1,23.59,22.48,,No sub-annual data available
2023,annual,ICT,IT Governance & Audit,IT Auditor / IT Governance & Risk,Related ICT/business professional categories (proxy),trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,4.71,0.64,872.2,2017,NISR Labour Force Survey microdata,1,4.68,4.52,,No sub-annual data available
2023,annual,ICT,Other ICT,Other ICT Technical Roles,Related ICT occupation groups,trackable analytical role,136289.0,3.42,3985164.0,36.1,29.8,17.3,1981482.0,18.64,2.53,3448.1,2010,NISR Labour Force Survey microdata,1,18.09,17.43,,No sub-annual data available
2024,annual,ICT,Software Development,Software Developer / Software Engineer,Software developers / applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,100.0,13.411,24193.3,2010,NISR Labour Force Survey microdata,1,100.0,,,No sub-annual data available
2024,annual,ICT,Software Development,Backend Developer,Software developers / applications programmers,trackable analytical role,180399.0,4.01,4501393.0,38.7,33.0,14.9,2366916.0,56.42,7.566,13649.0,2016,NISR Labour Force Survey microdata,1,56.69,,,No sub-annual data available
